id,title,genres,keywords,cast,vote_average,vote_count,soup
55787,Water for Elephants,drama romance,clown elephant trainer veterinary,robert pattinson reese witherspoon christoph waltz tatum etheridge hal holbrook,6.7,850,clown elephant trainer veterinary robert pattinson reese witherspoon christoph waltz tatum etheridge hal holbrook drama romance
10400,The Hurricane,drama,prison boxer boxing match boxing school biography,denzel washington vicellous reon shannon deborah kara unger liev schreiber john hannah,7.2,396,prison boxer boxing match boxing school biography denzel washington vicellous reon shannon deborah kara unger liev schreiber john hannah drama
1957,Enough,drama thriller,waitress wife husband relationship violent husband selfdefense violence against women,jennifer lopez billy campbell juliette lewis dan futterman fred ward,6.2,264,waitress wife husband relationship violent husband selfdefense violence against women jennifer lopez billy campbell juliette lewis dan futterman fred ward drama thriller
10833,Heartbreakers,crime comedy romance,cons and scams,sigourney weaver jennifer love hewitt gene hackman ray liotta jason lee,5.7,254,cons and scams sigourney weaver jennifer love hewitt gene hackman ray liotta jason lee crime comedy romance
256961,Paul Blart: Mall Cop 2,action comedy family,shopping mall las vegas security guard,kevin james raini rodriguez eduardo veruestegui daniella alonso neal mcdonough,5.0,567,shopping mall las vegas security guard kevin james raini rodriguez eduardo veruestegui daniella alonso neal mcdonough action comedy family
622,The Ninth Gate,horror mystery thriller,new york obsession passion for collection southern france mephisto,johnny depp frank langella lena olin emmanuelle seigner barbara jefford,6.3,756,new york obsession passion for collection southern france mephisto johnny depp frank langella lena olin emmanuelle seigner barbara jefford horror mystery thriller
12508,Rock Star,music drama comedy,rock star success discontentedness and displeasedness heavy metal relationship problems,mark wahlberg jennifer aniston jason flemyng dominic west jason bonham,6.0,190,rock star success discontentedness and displeasedness heavy metal relationship problems mark wahlberg jennifer aniston jason flemyng dominic west jason bonham music drama comedy
25793,Precious,drama,aids illiteracy song unwillingly pregnant balloon,gabourey sidibe monique paula patton mariah carey lenny kravitz,6.9,417,aids illiteracy song unwillingly pregnant balloon gabourey sidibe monique paula patton mariah carey lenny kravitz drama
1091,The Thing,horror mystery science fiction,ice space marine paranoia snow storm norwegian,kurt russell keith david wilford brimley donald moffat richard dysart,7.8,1588,ice space marine paranoia snow storm norwegian kurt russell keith david wilford brimley donald moffat richard dysart horror mystery science fiction
87421,Riddick,science fiction action thriller,dystopia revenge alien planet imax,vin diesel karl urban katee sackhoff jordi mollue bokeem woodbine,6.2,2035,dystopia revenge alien planet imax vin diesel karl urban katee sackhoff jordi mollue bokeem woodbine science fiction action thriller
13600,City of Ember,adventure family fantasy,underground world mayor adventure postapocalyptic dystopia,saoirse ronan harry treadaway mary kay place bill murray martin landau,6.2,605,underground world mayor adventure postapocalyptic dystopia saoirse ronan harry treadaway mary kay place bill murray martin landau adventure family fantasy
68722,The Master,drama,post traumatic stress disorder sexual obsession postwar period drifter alcoholic,joaquin phoenix philip seymour hoffman amy adams laura dern jesse plemons,7.0,701,post traumatic stress disorder sexual obsession postwar period drifter alcoholic joaquin phoenix philip seymour hoffman amy adams laura dern jesse plemons drama
299687,The 5th Wave,adventure science fiction,based on novel dystopia alien alien invasion human subjugation,chloueb grace moretz nick robinson alex roe maika monroe zackary arthur,5.6,1945,based on novel dystopia alien alien invasion human subjugation chloueb grace moretz nick robinson alex roe maika monroe zackary arthur adventure science fiction
312221,Creed,drama,underdog sport spin off underground fighting motivational speaker,michael b jordan sylvester stallone graham mctavish tessa thompson phylicia rashud,7.3,1915,underdog sport spin off underground fighting motivational speaker michael b jordan sylvester stallone graham mctavish tessa thompson phylicia rashud drama
23168,The Town,crime drama thriller,based on novel money laundering ambulance boston massachusetts,ben affleck rebecca hall jeremy renner jon hamm blake lively,7.0,1468,based on novel money laundering ambulance boston massachusetts ben affleck rebecca hall jeremy renner jon hamm blake lively crime drama thriller
76494,What to Expect When You're Expecting,romance comedy drama,based on novel adoption pregnant miscarriage expectant father,cameron diaz jennifer lopez elizabeth banks anna kendrick brooklyn decker,5.8,594,based on novel adoption pregnant miscarriage expectant father cameron diaz jennifer lopez elizabeth banks anna kendrick brooklyn decker romance comedy drama
4944,Burn After Reading,comedy drama,blackmail paranoia fitnesstraining plastic surgery autobiography,george clooney frances mcdormand brad pitt john malkovich tilda swinton,6.5,1222,blackmail paranoia fitnesstraining plastic surgery autobiography george clooney frances mcdormand brad pitt john malkovich tilda swinton comedy drama
10488,Nim's Island,adventure comedy family fantasy,fictional place exotic island shipwreck cruise volcano,abigail breslin jodie foster gerard butler michael carman mark brady,5.6,330,fictional place exotic island shipwreck cruise volcano abigail breslin jodie foster gerard butler michael carman mark brady adventure comedy family fantasy
96721,Rush,drama action,world champion sport racing car formula automobile racing,daniel brufchl chris hemsworth olivia wilde alexandra maria lara natalie dormer,7.7,2277,world champion sport racing car formula automobile racing daniel brufchl chris hemsworth olivia wilde alexandra maria lara natalie dormer drama action
334,Magnolia,drama,farewell regret parents kids relationship suicide attempt becoming an adult,julianne moore william h macy john c reilly tom cruise philip baker hall,7.5,825,farewell regret parents kids relationship suicide attempt becoming an adult julianne moore william h macy john c reilly tom cruise philip baker hall drama
23742,Cop Out,action comedy crime,new york money laundering daughter police undercover cop,bruce willis tracy morgan juan carlos hernuendez seann william scott michelle trachtenberg,5.3,511,new york money laundering daughter police undercover cop bruce willis tracy morgan juan carlos hernuendez seann william scott michelle trachtenberg action comedy crime
259694,How to Be Single,comedy romance,new york based on novel onenight stand single,dakota johnson rebel wilson alison brie nicholas braun damon wayans jr,5.9,1201,new york based on novel onenight stand single dakota johnson rebel wilson alison brie nicholas braun damon wayans jr comedy romance
62837,Dolphin Tale,drama family,dolphin boy trap summer tail,morgan freeman ashley judd harry connick jr nathan gamble kris kristofferson,6.7,163,dolphin boy trap summer tail morgan freeman ashley judd harry connick jr nathan gamble kris kristofferson drama family
8966,Twilight,adventure fantasy drama romance,soulmates vampire forbidden love immortality trust,kristen stewart robert pattinson billy burke taylor lautner peter facinelli,5.8,3561,soulmates vampire forbidden love immortality trust kristen stewart robert pattinson billy burke taylor lautner peter facinelli adventure fantasy drama romance
8470,John Q,drama thriller crime,father son relationship chicago heart attack kidnapping heart disease,denzel washington robert duvall anne heche kimberly elise daniel e smith,7.0,594,father son relationship chicago heart attack kidnapping heart disease denzel washington robert duvall anne heche kimberly elise daniel e smith drama thriller crime
11001,Blue Streak,action comedy crime,robbery diamant police operation police everyday life thief,martin lawrence luke wilson dave chappelle peter greene nicole ari parker,6.1,352,robbery diamant police operation police everyday life thief martin lawrence luke wilson dave chappelle peter greene nicole ari parker action comedy crime
138832,We're the Millers,comedy crime,mexico police gang drug smuggling drug,jason sudeikis jennifer aniston will poulter emma roberts ed helms,6.8,2972,mexico police gang drug smuggling drug jason sudeikis jennifer aniston will poulter emma roberts ed helms comedy crime
2163,Breakdown,drama action thriller,california bank ransom car breakdown kidnapping,kurt russell j t walsh kathleen quinlan mc gainey jack noseworthy,6.6,198,california bank ransom car breakdown kidnapping kurt russell j t walsh kathleen quinlan mc gainey jack noseworthy drama action thriller
36670,Never Say Never Again,adventure action thriller,video game spy bahamas british stealing,sean connery kim basinger klaus maria brandauer edward fox barbara carrera,5.8,338,video game spy bahamas british stealing sean connery kim basinger klaus maria brandauer edward fox barbara carrera adventure action thriller
23048,Hot Tub Time Machine,science fiction comedy adventure,female nudity onenight stand time travel time machine incest overtones,john cusack lizzy caplan rob corddry craig robinson clark duke,6.0,894,female nudity onenight stand time travel time machine incest overtones john cusack lizzy caplan rob corddry craig robinson clark duke science fiction comedy adventure
2155,Reindeer Games,thriller,prison robbery role reversal extramarital affair,ben affleck gary sinise charlize theron dennis farina donal logue,5.4,173,prison robbery role reversal extramarital affair ben affleck gary sinise charlize theron dennis farina donal logue thriller
