id,title,genres,keywords,cast,vote_average,vote_count
9414,The Man Who Knew Too Little,Comedy Thriller Crime Action,london england bomb brother brother relationship helicopter based on novel,Bill Murray Peter Gallagher Joanne Whalley Alfred Molina Richard Wilson,6.5,125
63492,What's Your Number?,Comedy Romance,based on novel loser magazine womanizer mission,Chris Evans Anna Faris Martin Freeman Chris Pratt Ari Graynor,6.2,671
81796,Lockout,Action Thriller Science Fiction,usa president anti hero dementia future space,Guy Pearce Maggie Grace Joseph Gilgun Lennie James Peter Stormare,5.8,715
10710,Envy,Comedy,jealousy inventor neighbor best friend milliionaire,Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler,4.8,139
15092,Crank: High Voltage,Action Thriller Crime,female nudity prostitute horse race heart strip club,Jason Statham Amy Smart Dwight Yoakam Efren Ramirez Julanne Chidi Hill,5.9,861
11382,Bullets Over Broadway,Action Comedy Thriller,lover (female) talent mafia boss author,John Cusack Dianne Wiest Jennifer Tilly Chazz Palminteri Mary-Louise Parker,7.0,130
6963,The Weather Man,Comedy Drama,new york chicago midlife crisis television daughter,Nicolas Cage Michael Caine Hope Davis Gemmenne de la Pe\u00f1a Nicholas Hoult,6.0,289
15070,Undisputed,Action Adventure Drama Thriller,sport,Wesley Snipes Ving Rhames Peter Falk Michael Rooker Jon Seda,6.1,139
12797,Ghost Town,Comedy Fantasy Romance,dying and death misanthrope lecture cardiopulmonery resuscitation,Ricky Gervais Greg Kinnear T\u00e9a Leoni Billy Campbell Jordan Carlos,6.4,286
17134,12 Rounds,Action Adventure Drama Thriller,police cops cat and mouse family revenge drama,John Cena Aidan Gillen Ashley Scott Steve Harris Brian J. White,5.7,220
41402,Let Me In,Drama Horror Mystery,vampire child vampire remake bully young boy,Kodi Smit-McPhee Chlo\u00eb Grace Moretz Richard Jenkins Elias Koteas Sasha Barrese,6.7,641
4953,Be Kind Rewind,Drama Comedy,camcorder videoband delusion nuclear power plant video store,Jack Black Yasiin Bey Danny Glover Mia Farrow Marcus Carl Franklin,6.2,424
146198,Triple 9,Action Thriller,heist betrayal dirty cop,Casey Affleck Chiwetel Ejiofor Woody Harrelson Kate Winslet Anthony Mackie,5.6,797
2639,Deconstructing Harry,Comedy Drama,new york writer's block insanity independent film author,Woody Allen Kirstie Alley Billy Crystal Judy Davis Caroline Aaron,7.3,187
295964,Burnt,Drama,london england cook restaurant diva career,Bradley Cooper Sienna Miller Lily James Alicia Vikander Uma Thurman,6.3,950
5971,We're No Angels,Comedy Crime Drama,prison prisoner independent film,Robert De Niro Sean Penn Demi Moore Hoyt Axton Bruno Kirby,5.6,105
9716,Everyone Says I Love You,Music Comedy Romance,paris venice adultery robbery lovesickness,Drew Barrymore Diva Gray Natasha Lyonne Edward Norton Woody Allen,6.5,147
11835,Death Sentence,Action Crime Drama Thriller,loss of son repayment revenge murder gang,Kevin Bacon Garrett Hedlund Kelly Preston Jordan Garrett John Goodman,6.5,297
26171,Everybody's Fine,Drama,family relationships doctor retired visit widower,Robert De Niro Drew Barrymore Kate Beckinsale Sam Rockwell Melissa Leo,6.5,284
9074,The Man,Action Comedy Crime,mistake in person false identity arms dealer cop police officer,Samuel L. Jackson Eugene Levy Luke Goss Miguel Ferrer Susie Essman,5.4,133
171274,Inherent Vice,Comedy Romance Crime Drama Mystery,based on novel 1970s private investigator smoking marijuana los angeles,Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston Reese Witherspoon,6.5,833
106747,Machete Kills,Action Crime Thriller,mexico white house nuclear missile machete outer space,Danny Trejo Mel Gibson Amber Heard Michelle Rodriguez Sof\u00eda Vergara,5.3,631
256962,Little Boy,Comedy Drama War,japanese world war ii spirituality,Jakob Salvati Emily Watson Cary-Hiroyuki Tagawa Michael Rapaport David Henrie,7.0,185
48231,A Dangerous Method,Drama Thriller,based on novel psychoanalysis sigmund freud biography spanking,Keira Knightley Viggo Mortensen Michael Fassbender Sarah Gadon Vincent Cassel,6.2,571
3509,A Scanner Darkly,Animation Science Fiction Thriller,california detective based on novel dream undercover,Keanu Reeves Winona Ryder Woody Harrelson Robert Downey Jr. Mitch Baker,6.8,532
82684,Chasing Mavericks,Drama,wave surfing sport mentor prot\u00e9g\u00e9 relationship santa cruz california,Gerard Butler Jonny Weston Elisabeth Shue Abigail Spencer Leven Rambin,7.0,216
12142,Alone in the Dark,Action Fantasy Horror Thriller,detective monster professor island museum,Christian Slater Tara Reid Stephen Dorff Frank C. Turner Matthew Walker,3.1,173
23367,Bandslam,Comedy Drama Family Music,new jersey musical battle of the bands teenager rock band,Vanessa Hudgens Aly Michalka Gaelan Connell Lisa Kudrow Scott Porter,5.4,126
10740,Birth,Drama Mystery Thriller,loss of husband reincarnation friends little boy independent film,Nicole Kidman Cameron Bright Danny Huston Lauren Bacall Alison Elliott,5.9,179
241239,A Most Violent Year,Crime Drama Thriller,corruption capitalism winter american dream immigrant,Oscar Isaac Jessica Chastain Albert Brooks Elyes Gabel David Oyelowo,6.5,546
3902,I'm Not There.,Drama Music,rock and roll music style success john f. kennedy advancement,Cate Blanchett Heath Ledger Julianne Moore Ben Whishaw Charlotte Gainsbourg,6.6,195
77948,The Cold Light of Day,Action Thriller,kidnapping spying government,Henry Cavill Ver\u00f3nica Echegui Sigourney Weaver Bruce Willis Caroline Goodall,4.8,271
21755,The Brothers Bloom,Adventure Comedy Drama Romance,con man estafa,Rachel Weisz Adrien Brody Mark Ruffalo Rinko Kikuchi Robbie Coltrane,6.8,203
4960,"Synecdoche, New York",Drama,new york man-woman relation writer,Philip Seymour Hoffman Samantha Morton Jennifer Jason Leigh Michelle Williams Catherine Keener,7.4,278
128,Princess Mononoke,Adventure Fantasy Animation,fight wolf village and town iron pan,Y\u014dji Matsuda Yuriko Ishida Y\u016bko Tanaka Kaoru Kobayashi Masahiko Nishimura,8.2,1983
16608,The Proposition,Action Adventure Crime Drama Thriller,gallows australia psychopath outlaw misanthrope,Guy Pearce Ray Winstone Emily Watson Danny Huston David Wenham,7.1,218
7299,Equilibrium,Action Science Fiction Thriller,resistance fascism totalitarian regime destroy phasing,Christian Bale Taye Diggs Emily Watson Angus Macfadyen Sean Bean,6.9,1552
314385,By the Sea,Drama Romance,france hotel 1970s grief travel,Angelina Jolie Brad Pitt M\u00e9lanie Laurent Melvil Poupaud Niels Arestrup,5.4,156
46503,All Good Things,Drama Mystery Thriller Crime Romance,difficult childhood patriarch childhood trauma dysfunctional marriage,Kirsten Dunst Ryan Gosling Kristen Wiig Frank Langella Lily Rabe,5.9,286
13688,CJ7,Comedy Drama Family Fantasy Science Fiction,little boy ufo extraterrestrial,Stephen Chow Xu Jiao Kitty Zhang Yuqi Lam Tze-Chung Lee Sheung-Ching,6.1,107
10353,The Visitors II: The Corridors of Time,Comedy Fantasy,mephisto french revolution time travel leap in time knight,Christian Clavier Jean Reno Marie-Anne Chazel Christian Bujeau Muriel Robin,5.8,221
43935,Dylan Dog: Dead of Night,Action Comedy Horror Mystery Science Fiction,detective vampire supernatural zombie werewolf,Brandon Routh Peter Stormare Sam Huntington Taye Diggs Anita Briem,4.5,139
241257,Regression,Horror Mystery Thriller,investigation memory loss,Ethan Hawke Emma Watson David Thewlis Lothaire Bluteau Dale Dickey,5.3,585
13250,Butterfly on a Wheel,Crime Drama Thriller,chicago infidelity man-woman relation revenge,Pierce Brosnan Maria Bello Gerard Butler Emma Karwandy Claudette Mink,6.3,130
184341,Hands of Stone,Drama,,Robert De Niro Edgar Ram\u00edrez Jurnee Smollett Ellen Barkin Rub\u00e9n Blades,6.1,109
334074,Survivor,Thriller,new year's eve fire showdown terrorist embassy,Pierce Brosnan Milla Jovovich Dylan McDermott Angela Bassett Robert Forster,5.4,404
199373,The Frozen Ground,Thriller Crime,gun escape serial killer man hunt hunting,Nicolas Cage Vanessa Hudgens John Cusack Radha Mitchell Jodi Lyn O'Keefe,6.1,465
14202,The Painted Veil,Drama Romance,china cholera foreign aid epidemic loveless marriage,Edward Norton Juliet Howland Naomi Watts Ian Renwick Liev Schreiber,7.1,312
6968,The Baader Meinhof Complex,Action Crime Drama History Thriller,terror raf 1970s,Martina Gedeck Moritz Bleibtreu Johanna Wokalek Nadja Uhl Stipe Erceg,7.1,157
581,Dances with Wolves,Adventure Drama Western,countryside based on novel suicide attempt culture clash loss of family,Kevin Costner Mary McDonnell Graham Greene Rodney A. Grant Floyd Red Crow Westerman,7.6,1046
52449,Bad Teacher,Comedy,classroom teacher school workplace humor,Cameron Diaz Jason Segel Justin Timberlake Lucy Punch Phyllis Smith,5.4,1584
12150,Sea of Love,Drama Crime Mystery,new york alcohol sex detective newspaper,Al Pacino Ellen Barkin John Goodman Michael Rooker William Hickey,6.7,141
11247,A Cinderella Story,Comedy,jealousy cinderella work step mother high school,Hilary Duff Jennifer Coolidge Chad Michael Murray Dan Byrd Regina King,6.1,713
4232,Scream,Crime Horror Mystery,halloween gore serial killer slasher tabloid,David Arquette Neve Campbell Courteney Cox Matthew Lillard Rose McGowan,7.0,1476
9378,Thir13en Ghosts,Horror Thriller,hunter nanny nudity collector house,Tony Shalhoub Embeth Davidtz Matthew Lillard Shannon Elizabeth Matthew Harrison,5.4,440
694,The Shining,Horror Thriller,hotel isolation hotelier colorado maze,Jack Nicholson Shelley Duvall Danny Lloyd Scatman Crothers Barry Nelson,8.1,3757
105,Back to the Future,Adventure Comedy Science Fiction Family,clock tower car race terrorist delorean lightning,Michael J. Fox Christopher Lloyd Lea Thompson Crispin Glover Thomas F. Wilson,8.0,6079
11377,House on Haunted Hill,Horror Mystery Thriller,lunatic asylum aftercreditsstinger,Geoffrey Rush Famke Janssen Taye Diggs Peter Gallagher Chris Kattan,5.5,209
41210,The Switch,Comedy Romance Drama,alcohol single parent baby restaurant aquarium,Jason Bateman Jennifer Aniston Jeff Goldblum Juliette Lewis Todd Louiso,5.9,583
12090,Just Married,Comedy,venice france prison fire europe,Ashton Kutcher Brittany Murphy Christian Kane David Moscow Alex Thomas,5.3,404
62630,The Devil's Double,Drama Action Thriller Crime War,palace impostor pervertion,Dominic Cooper Ludivine Sagnier Raad Rawi Mehmet Ferda Philip Quast,6.5,208
29427,The Crazies,Mystery Horror Action,terror biological weapon cover-up splatter duringcreditsstinger,Timothy Olyphant Radha Mitchell Joe Anderson Danielle Panabaker Christie Lynn Smith,6.2,633
129,Spirited Away,Fantasy Adventure Animation Family,witch parents kids relationship magic twilight darkness,Rumi Hiiragi Miyu Irino Mari Natsuki Takashi Naito Yasuko Sawaguchi,8.3,3840
2669,The Bounty,Action Drama History,female nudity exotic island mutiny lake nudity,Mel Gibson Anthony Hopkins Laurence Olivier Edward Fox Daniel Day-Lewis,6.5,108
203833,The Book Thief,Drama,world war ii book nazi germany jewish,Geoffrey Rush Sophie N\u00e9lisse Emily Watson Nico Liersch Ben Schnetzer,7.4,1486
13523,Sex Drive,Comedy Adventure Romance,sex jealousy virgin nudity community,Josh Zuckerman Amanda Crew Clark Duke James Marsden Seth Green,6.0,342
25195,Leap Year,Romance Comedy,taxi bar wales marriage proposal airplane,Amy Adams Matthew Goode Adam Scott John Lithgow Flaminia Cinque,6.4,465
50725,Take Me Home Tonight,Comedy Drama Romance,becoming an adult lie night sister job,Topher Grace Anna Faris Dan Fogler Teresa Palmer Michelle Trachtenberg,6.2,208
10065,The Amityville Horror,Horror Thriller Drama,holy water long island remake family dinner paranormal,Ryan Reynolds Melissa George Jesse James Chlo\u00eb Grace Moretz Jimmy Bennett,6.0,588
2757,Adaptation.,Comedy Crime Drama,alligator marriage crisis writer's block orchid,Nicolas Cage Meryl Streep Chris Cooper Tilda Swinton Cara Seymour,7.3,638
11683,Land of the Dead,Horror,cage dystopia survivor zombie zombie apocalypse,Simon Baker John Leguizamo Dennis Hopper Robert Joy Asia Argento,6.0,381
1878,Fear and Loathing in Las Vegas,Adventure Drama Comedy,gonzo journalist sweaty face fake identity wedding chapel grapefruit,Johnny Depp Benicio del Toro Tobey Maguire Christina Ricci Ellen Barkin,7.2,1301
23082,The Invention of Lying,Comedy Romance Fantasy,,Ricky Gervais Jennifer Garner Jonah Hill Louis C.K. Jeffrey Tambor,6.0,518
195589,Neighbors,Comedy,alcohol baby party family fraternity,Seth Rogen Zac Efron Rose Byrne Dave Franco Ike Barinholtz,6.2,2713
854,The Mask,Romance Comedy Crime Fantasy,dual identity bank mockery green balloon,Jim Carrey Cameron Diaz Nancy Fish Tim Bagley Johnny Williams,6.6,2472
2280,Big,Fantasy Drama Comedy Romance Family,baseball co-worker bronx pinball machine toy maker,Tom Hanks Elizabeth Perkins Robert Loggia John Heard Jared Rushton,6.9,993
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,male nudity usa california prostitute journalist,Sacha Baron Cohen Ken Davitian Luenell Pamela Anderson Bob Barr,6.5,1579
8835,Legally Blonde,Comedy,harvard law school black female judge smart blonde girl power,Reese Witherspoon Luke Wilson Selma Blair Matthew Davis Victor Garber,6.1,882
157,Star Trek III: The Search for Spock,Science Fiction Action Adventure Thriller,,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,6.4,434
8643,The Exorcism of Emily Rose,Crime Drama Horror Thriller,epilepsy possession teenage girl spirit umbrella,Laura Linney Tom Wilkinson Campbell Scott Jennifer Carpenter Kenneth Welsh,6.3,659
10402,Deuce Bigalow: Male Gigolo,Comedy,fish aquarium carnival house callboy,Rob Schneider William Forsythe Eddie Griffin Arija Bareikis Oded Fehr,5.5,308
218043,Left Behind,Thriller Action Science Fiction,airplane the rapture remake pilot hero,Nicolas Cage Chad Michael Murray Lea Thompson Nicky Whelan Martin Klebba,3.7,392
9043,The Family Stone,Comedy Drama Romance,holiday christmas,Claire Danes Diane Keaton Rachel McAdams Dermot Mulroney Sarah Jessica Parker,6.2,249
10147,Bad Santa,Drama Comedy Crime,holiday elves christmas party department store safe,Billy Bob Thornton Tony Cox Brett Kelly Bernie Mac John Ritter,6.5,656
816,Austin Powers: International Man of Mystery,Science Fiction Comedy Crime,android undercover missile group therapy airplane,Mike Myers Elizabeth Hurley Michael York Mimi Rogers Seth Green,6.5,1013
302688,My Big Fat Greek Wedding 2,Romance Comedy Family,comedy wedding,John Corbett Elena Kampouris Nia Vardalos Ian Gomez John Stamos,5.5,322
60307,Diary of a Wimpy Kid: Rodrick Rules,Family Comedy,based on novel middle school,Zachary Gordon Devon Bostick Rachael Harris Robert Capron Steve Zahn,6.3,238
106,Predator,Science Fiction Action Adventure Thriller,central and south america predator alien stalking invisible,Arnold Schwarzenegger Carl Weathers Elpidia Carrillo Bill Duke Jesse Ventura,7.3,2093
279,Amadeus,Drama History Music,italy composer opera talent musician,F. Murray Abraham Tom Hulce Elizabeth Berridge Roy Dotrice Simon Callow,7.8,1076
8617,Prom Night,Crime Horror,aunt remake blood on shirt slasher death of family,Brittany Snow Scott Porter Jessica Stroup Dana Davis Kelly Blatz,4.8,167
10625,Mean Girls,Comedy,female friendship high school fish out of water best friend teenager,Lindsay Lohan Rachel McAdams Tim Meadows Ana Gasteyer Amy Poehler,6.9,2320
10934,Under the Tuscan Sun,Comedy Drama Romance,depression toscana recreation author divorce,Diane Lane Sandra Oh Lindsay Duncan Raoul Bova Vincent Riotta,6.4,172
5279,Gosford Park,Drama Mystery Thriller,servant money shooting party,Helen Mirren Clive Owen Maggie Smith Geraldine Somerville Jeremy Northam,6.8,246
10013,Peggy Sue Got Married,Comedy Drama Fantasy Romance,time travel high school reunion,Kathleen Turner Nicolas Cage Barry Miller Catherine Hicks Joan Allen,5.9,136
194662,Birdman,Drama Comedy,times square superhero long take new york city play,Michael Keaton Emma Stone Zach Galifianakis Naomi Watts Edward Norton,7.4,4535
160588,Blue Jasmine,Comedy Drama,san francisco sister sister relationship new york city rich narcissism,Cate Blanchett Alec Baldwin Sally Hawkins Bobby Cannavale Louis C.K.,7.0,1098
9829,United 93,Drama History Crime Thriller Action,airplane hijacking terror cell emergency landing war on terror,J.J. Johnson Polly Adams Trish Gates Nancy McDoniel Opal Alladin,6.9,367
10028,Honey,Romance Music Family,new york dancing hip-hop dream dance,Jessica Alba Mekhi Phifer Joy Bryant Romeo Miller David Moscow,6.0,303
